FlowID,Packets,TotalBytes,AvgSize,StdDevSize,BPS,IAT_ms,Duration_s,SYN,ACK,FIN,PSH,RST,URG
149.171.126.6:5190-59.166.0.2:30744,32,4252,132.88,187.79,52922.43,2,0.0803,4,30,4,12,0,0
149.171.126.1:33075-59.166.0.3:46654,170,83182,489.31,599.86,1265780.02,0,0.0657,4,168,4,82,0,0
149.171.126.3:6881-59.166.0.6:47416,34,3728,109.65,88.55,203160.76,0,0.0184,4,32,4,12,0,0
149.171.126.8:15417-59.166.0.0:17728,138,65682,475.96,587.15,1830653.03,0,0.0359,4,136,4,66,0,0
149.171.126.3:20437-59.166.0.8:22436,70,17392,248.46,415.66,240510.01,1,0.0723,4,68,4,32,0,0
149.171.126.6:39280-59.166.0.9:51617,146,72170,494.32,596.53,1872259.84,0,0.0385,4,144,4,70,0,0
149.171.126.0:25-59.166.0.7:44355,94,42204,448.98,617.82,1392549.58,0,0.0303,4,92,4,36,0,0
149.171.126.5:6549-59.166.0.4:8351,130,60684,466.80,584.62,1916558.76,0,0.0317,4,128,4,62,0,0
149.171.126.12:5060-175.45.176.1:2928,2,1524,762.00,0.00,381000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.8:33761-59.166.0.0:19662,14,2370,169.29,244.84,21273.92,8,0.1114,4,12,4,2,0,0
149.171.126.9:53-59.166.0.1:9208,4,388,97.00,8.00,394710.07,0,0.0010,0,0,0,0,0,0
149.171.126.15:179-175.45.176.2:62922,32,3278,102.44,87.81,1394.52,75,2.3506,4,30,4,0,0,0
149.171.126.7:25-59.166.0.8:42176,96,43064,448.58,618.17,51395.95,8,0.8379,4,94,4,38,0,0
149.171.126.2:37865-59.166.0.0:64410,170,89860,528.59,612.60,494151.68,1,0.1818,4,168,4,82,0,0
149.171.126.0:53-59.166.0.0:27226,4,388,97.00,8.00,379647.75,0,0.0010,0,0,0,0,0,0
149.171.126.7:50169-59.166.0.9:43991,124,51398,414.50,549.00,549687.71,0,0.0935,4,122,4,58,0,0
149.171.126.8:4444-59.166.0.2:6473,170,83182,489.31,599.86,2191248.91,0,0.0380,4,168,4,82,0,0
149.171.126.18:80-175.45.176.1:4657,18,2244,124.67,125.15,5701.86,23,0.3936,4,16,4,2,0,0
149.171.126.9:6881-59.166.0.9:55409,34,3728,109.65,88.55,283390.35,0,0.0132,4,32,4,12,0,0
149.171.126.3:16822-59.166.0.6:63004,146,69960,479.18,588.60,2274826.04,0,0.0308,4,144,4,70,0,0
149.171.126.8:5190-59.166.0.4:44287,50,5258,105.16,96.57,873276.86,0,0.0060,4,48,4,22,0,0
149.171.126.8:80-59.166.0.6:15429,30,12228,407.60,542.71,12169.32,34,1.0048,4,28,4,10,0,0
149.171.126.3:5190-59.166.0.3:29891,34,4388,129.06,182.83,6293.02,21,0.6973,4,32,4,12,0,0
149.171.126.0:53-59.166.0.5:59161,4,356,89.00,8.00,356713.43,0,0.0010,0,0,0,0,0,0
149.171.126.13:179-175.45.176.1:46565,16,1010,63.12,6.11,3116.78,21,0.3241,4,14,4,0,0,0
149.171.126.4:6881-59.166.0.2:54096,34,3728,109.65,88.55,277380.95,0,0.0134,4,32,4,12,0,0
149.171.126.7:3873-59.166.0.3:43491,78,22194,284.54,463.50,28111.28,10,0.7895,4,76,4,36,0,0
149.171.126.0:33761-59.166.0.4:33039,14,2370,169.29,244.84,759615.38,0,0.0031,4,12,4,2,0,0
149.171.126.4:41790-59.166.0.5:35575,78,22952,294.26,466.85,1952530.84,0,0.0118,4,76,4,36,0,0
149.171.126.0:53-59.166.0.2:40597,4,388,97.00,8.00,291510.14,0,0.0013,0,0,0,0,0,0
149.171.126.6:43450-59.166.0.7:45321,86,28714,333.88,501.98,815067.13,0,0.0352,4,84,4,40,0,0
149.171.126.7:46509-59.166.0.4:44868,8,952,119.00,33.39,577319.59,0,0.0016,0,0,0,0,0,0
149.171.126.7:80-59.166.0.7:12214,30,12228,407.60,542.71,11634.05,36,1.0511,4,28,4,10,0,0
149.171.126.0:53-59.166.0.4:38630,4,388,97.00,8.00,372360.84,0,0.0010,0,0,0,0,0,0
149.171.126.3:80-59.166.0.3:38777,32,12364,386.38,531.87,11111.36,35,1.1127,4,30,4,10,0,0
149.171.126.5:28631-59.166.0.8:52207,78,22952,294.26,466.85,2114806.97,0,0.0109,4,76,4,36,0,0
149.171.126.16:80-175.45.176.1:40353,18,3438,191.00,309.43,2483.34,81,1.3844,4,16,4,2,0,0
149.171.126.7:53-59.166.0.1:30756,4,388,97.00,8.00,368121.44,0,0.0011,0,0,0,0,0,0
149.171.126.9:2980-59.166.0.1:43068,86,28714,333.88,501.98,525810.76,0,0.0546,4,84,4,40,0,0
149.171.126.7:35759-59.166.0.5:1573,130,60684,466.80,584.62,924511.34,0,0.0656,4,128,4,62,0,0
149.171.126.5:53-59.166.0.7:26013,4,388,97.00,8.00,350180.51,0,0.0011,0,0,0,0,0,0
149.171.126.14:143-175.45.176.3:17906,36,4270,118.61,183.78,6327.99,19,0.6748,4,34,4,10,0,0
149.171.126.1:13171-59.166.0.0:63121,158,79888,505.62,598.34,1724734.99,0,0.0463,4,156,4,76,0,0
149.171.126.3:53-59.166.0.0:29277,4,388,97.00,8.00,347359.00,0,0.0011,0,0,0,0,0,0
149.171.126.2:25-59.166.0.4:58566,96,43064,448.58,618.17,80223.40,5,0.5368,4,94,4,38,0,0
149.171.126.8:6881-59.166.0.2:39407,1392,1208366,868.08,702.79,62136.92,13,19.4468,4,1390,4,494,0,0
149.171.126.3:15495-59.166.0.6:36534,36,6968,193.56,181.09,1448949.89,0,0.0048,4,34,4,24,0,0
149.171.126.13:179-175.45.176.1:64143,16,1070,66.88,15.49,3473.98,20,0.3080,4,14,4,0,0,0
149.171.126.7:25-59.166.0.5:37820,92,42016,456.70,621.13,96633.60,4,0.4348,4,90,4,36,0,0
149.171.126.0:25-59.166.0.3:57147,92,42016,456.70,621.13,1920292.50,0,0.0219,4,90,4,36,0,0
149.171.126.0:6881-59.166.0.2:63706,34,3728,109.65,88.55,183239.13,0,0.0203,4,32,4,12,0,0
149.171.126.6:22-59.166.0.9:30772,56,10098,180.32,226.16,43764.11,4,0.2307,4,54,4,24,0,0
149.171.126.1:34044-59.166.0.2:6200,20,9568,478.40,628.42,12923.95,38,0.7403,4,18,4,4,0,0
149.171.126.8:35394-59.166.0.3:15754,138,65682,475.96,587.15,565069.64,0,0.1162,4,136,4,66,0,0
149.171.126.5:22-59.166.0.6:47070,56,10098,180.32,226.16,1257064.61,0,0.0080,4,54,4,24,0,0
149.171.126.3:6881-59.166.0.1:26621,34,3728,109.65,88.55,157213.34,0,0.0237,4,32,4,12,0,0
149.171.126.2:39237-59.166.0.1:41436,70,17392,248.46,415.66,393048.43,0,0.0442,4,68,4,32,0,0
149.171.126.7:51077-59.166.0.4:52961,138,65682,475.96,587.15,1506329.69,0,0.0436,4,136,4,66,0,0
149.171.126.1:29746-59.166.0.3:31112,20,9568,478.40,628.42,43015.97,11,0.2224,4,18,4,4,0,0
149.171.126.8:18820-59.166.0.6:64832,70,17392,248.46,415.66,2240659.62,0,0.0078,4,68,4,32,0,0
149.171.126.2:80-59.166.0.3:16771,30,12228,407.60,542.71,12155.31,34,1.0060,4,28,4,10,0,0
149.171.126.7:53-59.166.0.4:65028,4,360,90.00,8.00,356083.09,0,0.0010,0,0,0,0,0,0
149.171.126.2:6531-59.166.0.4:8566,122,51262,420.18,551.67,2375110.04,0,0.0216,4,120,4,58,0,0
149.171.126.5:22-59.166.0.3:55308,250,29850,119.40,116.59,1664529.08,0,0.0179,4,248,4,132,0,0
149.171.126.5:6881-59.166.0.3:1215,34,3728,109.65,88.55,203393.53,0,0.0183,4,32,4,12,0,0
149.171.126.3:53-59.166.0.7:21009,4,388,97.00,8.00,358926.92,0,0.0011,0,0,0,0,0,0
149.171.126.9:143-59.166.0.7:57744,248,26876,108.37,144.85,46532.48,2,0.5776,4,246,4,118,0,0
149.171.126.0:53-59.166.0.1:38961,4,388,97.00,8.00,360594.80,0,0.0011,0,0,0,0,0,0
149.171.126.0:80-59.166.0.0:59507,1098,1112660,1013.35,684.24,160604.14,6,6.9280,4,1096,4,368,0,0
149.171.126.7:23027-59.166.0.2:36741,20,9568,478.40,628.42,10015.11,50,0.9554,4,18,4,4,0,0
149.171.126.9:111-59.166.0.9:3037,8,1008,126.00,32.03,212792.91,0,0.0047,0,0,0,0,0,0
149.171.126.6:53-59.166.0.2:45303,4,388,97.00,8.00,394308.94,0,0.0010,0,0,0,0,0,0
149.171.126.2:6500-59.166.0.4:60354,130,57694,443.80,573.98,4686.02,95,12.3119,4,128,4,62,0,0
149.171.126.0:60468-59.166.0.5:25955,36,6768,188.00,160.43,1474831.12,0,0.0046,4,34,4,24,0,0
149.171.126.3:64384-59.166.0.0:1224,58,9056,156.14,204.66,15629.34,10,0.5794,4,56,4,24,0,0
149.171.126.4:53-59.166.0.1:65474,4,388,97.00,8.00,373076.92,0,0.0010,0,0,0,0,0,0
149.171.126.5:80-59.166.0.6:1489,30,12228,407.60,542.71,11817.28,35,1.0348,4,28,4,10,0,0
149.171.126.1:47986-59.166.0.5:3955,86,28714,333.88,501.98,487620.15,0,0.0589,4,84,4,40,0,0
149.171.126.18:111-175.45.176.1:52084,18,1206,67.00,17.62,1206.46,58,0.9996,4,16,4,0,0,0
149.171.126.5:5190-59.166.0.7:33887,34,4388,129.06,182.83,175.61,757,24.9866,4,32,4,12,0,0
149.171.126.0:21-59.166.0.6:35972,106,8372,78.98,16.17,9485.99,8,0.8826,4,104,4,48,0,0
149.171.126.3:23027-59.166.0.3:55323,20,9568,478.40,628.42,42705.33,11,0.2240,4,18,4,4,0,0
149.171.126.9:25061-59.166.0.1:28435,98,34556,352.61,516.46,1712218.81,0,0.0202,4,96,4,46,0,0
149.171.126.5:39582-59.166.0.0:15105,130,60684,466.80,584.62,1596191.28,0,0.0380,4,128,4,62,0,0
149.171.126.7:14100-59.166.0.8:16277,170,83182,489.31,599.86,2302743.40,0,0.0361,4,168,4,82,0,0
149.171.126.8:53-59.166.0.3:63005,4,388,97.00,8.00,353691.89,0,0.0011,0,0,0,0,0,0
149.171.126.6:22-59.166.0.2:43414,130,27268,209.75,270.69,45019.80,4,0.6057,4,128,4,64,0,0
149.171.126.3:6274-59.166.0.6:41732,20,9568,478.40,628.42,1279657.62,0,0.0075,4,18,4,4,0,0
149.171.126.6:25-59.166.0.3:20127,94,42152,448.43,617.05,1599332.22,0,0.0264,4,92,4,36,0,0
149.171.126.3:17215-59.166.0.1:62372,8,952,119.00,33.39,616580.31,0,0.0015,0,0,0,0,0,0
149.171.126.7:53-59.166.0.8:39297,4,360,90.00,8.00,330275.23,0,0.0011,0,0,0,0,0,0
149.171.126.9:29419-59.166.0.9:6794,20,9568,478.40,628.42,42601.51,11,0.2246,4,18,4,4,0,0
149.171.126.4:111-59.166.0.7:17290,8,1008,126.00,32.03,201237.77,0,0.0050,0,0,0,0,0,0
149.171.126.0:32284-59.166.0.3:10390,14,2432,173.71,255.69,4262.87,43,0.5705,4,12,4,2,0,0
149.171.126.2:5190-59.166.0.4:7520,38,3910,102.89,102.99,703363.91,0,0.0056,4,36,4,14,0,0
149.171.126.7:53-59.166.0.8:49070,4,388,97.00,8.00,368121.44,0,0.0011,0,0,0,0,0,0
149.171.126.4:52622-59.166.0.6:50065,72,16986,235.92,405.71,1187168.02,0,0.0143,4,70,4,32,0,0
149.171.126.3:53-59.166.0.0:39033,4,388,97.00,8.00,349864.74,0,0.0011,0,0,0,0,0,0
149.171.126.16:513-175.45.176.3:800,18,1137,63.17,7.03,4208.37,15,0.2702,4,16,4,0,0,0
149.171.126.7:5190-59.166.0.4:62634,36,3774,104.83,105.47,744819.42,0,0.0051,4,34,4,14,0,0
149.171.126.6:53-59.166.0.5:14379,4,356,89.00,8.00,345631.07,0,0.0010,0,0,0,0,0,0
149.171.126.7:22-59.166.0.6:13562,120,15858,132.15,161.11,144472.28,0,0.1098,4,118,4,58,0,0
149.171.126.7:53-59.166.0.0:53102,4,388,97.00,8.00,372003.84,0,0.0010,0,0,0,0,0,0
149.171.126.3:48685-59.166.0.3:42585,146,69960,479.18,588.60,2348991.04,0,0.0298,4,144,4,70,0,0
149.171.126.8:13612-59.166.0.2:14774,56,8328,148.71,157.17,21956.52,6,0.3793,4,54,4,24,0,0
149.171.126.0:6881-59.166.0.9:62120,34,3728,109.65,88.55,2176.13,51,1.7131,4,32,4,12,0,0
149.171.126.2:53-59.166.0.8:53621,4,360,90.00,8.00,302775.44,0,0.0012,0,0,0,0,0,0
149.171.126.9:111-59.166.0.7:27935,8,1008,126.00,32.03,213152.89,0,0.0047,0,0,0,0,0,0
149.171.126.1:34558-59.166.0.3:16329,36,7168,199.11,202.24,1151301.00,0,0.0062,4,34,4,24,0,0
149.171.126.5:22-59.166.0.5:19584,56,10098,180.32,226.16,1611040.20,0,0.0063,4,54,4,24,0,0
149.171.126.8:22-59.166.0.8:58395,56,10098,180.32,226.16,177282.30,1,0.0570,4,54,4,24,0,0
149.171.126.6:53-59.166.0.9:39785,4,388,97.00,8.00,389558.23,0,0.0010,0,0,0,0,0,0
149.171.126.0:26828-59.166.0.3:56671,82,27032,329.66,504.62,2098431.92,0,0.0129,4,80,4,38,0,0
149.171.126.4:53-59.166.0.2:57638,4,388,97.00,8.00,365348.40,0,0.0011,0,0,0,0,0,0
149.171.126.4:42611-59.166.0.3:54218,14,2486,177.57,265.13,53658.54,3,0.0463,4,12,4,2,0,0
149.171.126.16:80-175.45.176.3:50326,18,1472,81.78,59.21,904.85,95,1.6268,4,16,4,0,0,0
149.171.126.2:5190-59.166.0.7:5233,46,5002,108.74,100.18,881565.03,0,0.0057,4,44,4,20,0,0
149.171.126.2:53-59.166.0.8:15475,4,388,97.00,8.00,358264.08,0,0.0011,0,0,0,0,0,0
149.171.126.7:80-59.166.0.3:41925,32,12364,386.38,531.87,12259.50,32,1.0085,4,30,4,10,0,0
149.171.126.2:22-59.166.0.8:3377,220,25218,114.63,121.59,39405.46,2,0.6400,4,218,4,110,0,0
149.171.126.6:32284-59.166.0.8:35040,14,2432,173.71,255.69,52460.15,3,0.0464,4,12,4,2,0,0
149.171.126.6:5190-59.166.0.2:37533,48,7104,148.00,223.63,193.88,779,36.6418,4,46,4,20,0,0
149.171.126.9:53-59.166.0.3:40981,4,360,90.00,8.00,366225.84,0,0.0010,0,0,0,0,0,0
149.171.126.3:6881-59.166.0.5:31819,34,3728,109.65,88.55,208945.19,0,0.0178,4,32,4,12,0,0
149.171.126.3:143-59.166.0.7:50612,248,28694,115.70,170.74,865215.29,0,0.0332,4,246,4,118,0,0
149.171.126.9:22-59.166.0.3:25830,1306,155226,118.86,151.98,9255.53,12,16.7712,4,1304,4,672,0,0
149.171.126.7:30084-59.166.0.6:53607,86,28714,333.88,501.98,1254927.67,0,0.0229,4,84,4,40,0,0
149.171.126.1:21184-59.166.0.3:58854,146,72170,494.32,596.53,870115.62,0,0.0829,4,144,4,70,0,0
149.171.126.9:21-59.166.0.8:33550,106,8372,78.98,16.17,189548.99,0,0.0442,4,104,4,48,0,0
149.171.126.13:179-175.45.176.1:62651,16,1070,66.88,15.49,2138.95,33,0.5002,4,14,4,0,0,0
149.171.126.3:143-59.166.0.7:8924,248,26384,106.39,141.24,822366.99,0,0.0321,4,246,4,118,0,0
149.171.126.11:445-175.45.176.1:46113,22,2188,99.45,67.08,790.82,131,2.7668,4,20,4,0,0,0
149.171.126.19:179-175.45.176.2:54290,18,2964,164.67,293.58,4041.79,43,0.7333,4,16,4,0,0,0
149.171.126.2:46893-59.166.0.5:55466,22,9704,441.09,610.68,14932.26,30,0.6499,4,20,4,4,0,0
149.171.126.3:53-59.166.0.9:4447,4,388,97.00,8.00,377431.91,0,0.0010,0,0,0,0,0,0
149.171.126.0:5190-59.166.0.8:63310,38,3910,102.89,102.99,537235.50,0,0.0073,4,36,4,14,0,0
149.171.126.9:5190-59.166.0.7:5124,46,6968,151.48,227.81,837198.13,0,0.0083,4,44,4,20,0,0
149.171.126.9:59369-59.166.0.4:22518,130,60684,466.80,584.62,2102119.99,0,0.0289,4,128,4,62,0,0
149.171.126.0:53-59.166.0.4:27391,4,388,97.00,8.00,367424.24,0,0.0011,0,0,0,0,0,0
149.171.126.12:445-175.45.176.2:23676,22,2234,101.55,69.78,2323.43,45,0.9615,4,20,4,0,0,0
149.171.126.3:80-59.166.0.8:25064,1092,1123836,1029.15,678.90,541105.98,1,2.0769,4,1090,4,372,0,0
149.171.126.8:53-59.166.0.6:19924,4,388,97.00,8.00,357933.58,0,0.0011,0,0,0,0,0,0
149.171.126.13:25-175.45.176.1:35130,56,22497,401.73,584.00,11130.86,36,2.0211,4,54,4,0,0,0
149.171.126.6:47096-59.166.0.6:18961,20,9568,478.40,628.42,42955.72,11,0.2227,4,18,4,4,0,0
149.171.126.5:5190-59.166.0.4:29728,34,4388,129.06,182.83,188.78,704,23.2434,4,32,4,12,0,0
149.171.126.9:6881-59.166.0.6:50043,34,3728,109.65,88.55,206012.38,0,0.0181,4,32,4,12,0,0
149.171.126.15:80-175.45.176.2:25020,8,472,59.00,3.00,6180.76,10,0.0764,4,4,0,0,2,0
149.171.126.3:16396-59.166.0.3:18559,138,65682,475.96,587.15,1871655.32,0,0.0351,4,136,4,66,0,0
149.171.126.7:62654-59.166.0.7:55661,98,35048,357.63,516.28,2198193.68,0,0.0159,4,96,4,46,0,0
149.171.126.3:25-59.166.0.2:31823,94,42152,448.43,617.05,306141.42,1,0.1377,4,92,4,36,0,0
149.171.126.1:41500-59.166.0.0:11845,130,57200,440.00,575.17,1689957.75,0,0.0338,4,128,4,62,0,0
149.171.126.0:25-59.166.0.8:18285,94,42114,448.02,616.49,3269.03,138,12.8827,4,92,4,36,0,0
149.171.126.2:5190-59.166.0.0:50323,26,3844,147.85,205.45,135955.29,1,0.0283,4,24,4,12,0,0
149.171.126.9:22-59.166.0.8:45395,56,10098,180.32,226.16,23823.79,7,0.4239,4,54,4,24,0,0
149.171.126.1:22-59.166.0.9:1973,56,10098,180.32,226.16,127313.53,1,0.0793,4,54,4,24,0,0
149.171.126.6:23427-59.166.0.4:61338,70,17392,248.46,415.66,529678.70,0,0.0328,4,68,4,32,0,0
149.171.126.3:15127-59.166.0.2:14184,146,72170,494.32,596.53,1077598.44,0,0.0670,4,144,4,70,0,0
149.171.126.9:43157-59.166.0.3:45400,98,34556,352.61,516.46,1930934.29,0,0.0179,4,96,4,46,0,0
149.171.126.8:6881-59.166.0.7:10005,34,3728,109.65,88.55,206823.86,0,0.0180,4,32,4,12,0,0
149.171.126.8:3301-59.166.0.1:3744,182,91898,504.93,605.64,1918778.97,0,0.0479,4,180,4,88,0,0
149.171.126.5:34775-59.166.0.8:63705,88,28850,327.84,497.82,805528.41,0,0.0358,4,86,4,40,0,0
149.171.126.1:111-59.166.0.5:18210,8,1016,127.00,31.00,219580.72,0,0.0046,0,0,0,0,0,0
149.171.126.3:80-59.166.0.0:40612,18,2168,120.44,104.02,539035.31,0,0.0040,4,16,4,4,0,0
149.171.126.6:15372-59.166.0.4:16665,130,57200,440.00,575.17,2231150.29,0,0.0256,4,128,4,62,0,0
149.171.126.19:80-175.45.176.0:29423,18,3044,169.11,306.15,1999.68,89,1.5222,4,16,4,0,0,0
149.171.126.1:6881-59.166.0.5:55200,606,523192,863.35,701.85,1462369.68,0,0.3578,4,604,4,218,0,0
149.171.126.11:80-175.45.176.0:55903,24,11378,474.08,612.61,59048.83,8,0.1927,4,22,4,2,0,0
149.171.126.3:19651-59.166.0.6:21737,138,65682,475.96,587.15,1678858.98,0,0.0391,4,136,4,66,0,0
149.171.126.0:21-59.166.0.3:64247,106,8372,78.98,16.17,661.53,120,12.6555,4,104,4,48,0,0
149.171.126.7:22-59.166.0.4:4783,56,10098,180.32,226.16,1704303.80,0,0.0059,4,54,4,24,0,0
149.171.126.3:55882-59.166.0.5:57960,70,17392,248.46,415.66,528214.78,0,0.0329,4,68,4,32,0,0
149.171.126.1:62189-59.166.0.4:51995,146,72170,494.32,596.53,1573222.30,0,0.0459,4,144,4,70,0,0
149.171.126.2:23696-59.166.0.9:60873,36,7104,197.33,195.43,1474776.83,0,0.0048,4,34,4,24,0,0
149.171.126.2:53-59.166.0.9:61701,4,388,97.00,8.00,361266.29,0,0.0011,0,0,0,0,0,0
149.171.126.6:5190-59.166.0.0:7620,46,6968,151.48,227.81,1233711.05,0,0.0056,4,44,4,20,0,0
149.171.126.1:27658-59.166.0.5:29398,86,28714,333.88,501.98,263993.09,1,0.1088,4,84,4,40,0,0
149.171.126.5:56964-59.166.0.8:2093,70,16850,240.71,410.46,2134802.99,0,0.0079,4,68,4,32,0,0
149.171.126.2:80-59.166.0.0:47660,18,2154,119.67,102.04,532772.69,0,0.0040,4,16,4,4,0,0
149.171.126.8:53-59.166.0.5:25666,4,388,97.00,8.00,416756.18,0,0.0009,0,0,0,0,0,0
149.171.126.1:54429-59.166.0.3:52523,20,9568,478.40,628.42,42831.69,11,0.2234,4,18,4,4,0,0
149.171.126.6:80-59.166.0.0:15470,30,12228,407.60,542.71,11712.60,36,1.0440,4,28,4,10,0,0
149.171.126.1:21-59.166.0.7:25137,106,8372,78.98,16.17,411461.15,0,0.0203,4,104,4,48,0,0
149.171.126.7:53-59.166.0.5:44454,4,360,90.00,8.00,324032.40,0,0.0011,0,0,0,0,0,0
149.171.126.7:53-59.166.0.8:31788,4,388,97.00,8.00,396322.78,0,0.0010,0,0,0,0,0,0
149.171.126.3:53-59.166.0.6:51557,4,388,97.00,8.00,403746.10,0,0.0010,0,0,0,0,0,0
149.171.126.0:15724-59.166.0.2:36631,36,7104,197.33,195.43,1484949.83,0,0.0048,4,34,4,24,0,0
149.171.126.0:53-59.166.0.4:43220,4,388,97.00,8.00,357933.58,0,0.0011,0,0,0,0,0,0
149.171.126.6:33096-59.166.0.6:2361,122,51262,420.18,551.67,1383664.44,0,0.0370,4,120,4,58,0,0
149.171.126.7:25-59.166.0.1:15303,94,42152,448.43,617.05,1878515.09,0,0.0224,4,92,4,36,0,0
149.171.126.6:6881-59.166.0.8:18467,34,3728,109.65,88.55,288477.91,0,0.0129,4,32,4,12,0,0
149.171.126.9:41403-59.166.0.0:35315,86,28714,333.88,501.98,995044.53,0,0.0289,4,84,4,40,0,0
149.171.126.9:28902-59.166.0.0:50522,78,22952,294.26,466.85,2108783.54,0,0.0109,4,76,4,36,0,0
149.171.126.3:40667-59.166.0.1:52762,20,9568,478.40,628.42,1515362.69,0,0.0063,4,18,4,4,0,0
149.171.126.0:37756-59.166.0.5:17665,36,7288,202.44,215.11,1536580.22,0,0.0047,4,34,4,24,0,0
149.171.126.5:5190-59.166.0.6:1538,50,5258,105.16,96.57,41035.17,2,0.1281,4,48,4,22,0,0
149.171.126.12:520-175.45.176.0:8807,2,136,68.00,0.00,34000000.00,0,0.0000,0,0,0,0,0,0
149.171.126.4:13378-59.166.0.0:15345,122,51262,420.18,551.67,838546.10,0,0.0611,4,120,4,58,0,0
149.171.126.4:6881-59.166.0.2:4405,34,3728,109.65,88.55,205524.01,0,0.0181,4,32,4,12,0,0
149.171.126.13:179-175.45.176.1:46012,32,2266,70.81,26.09,13.24,5520,171.1261,8,28,8,0,0,0
149.171.126.13:179-175.45.176.1:47668,50,3404,68.08,19.64,19.69,3527,172.8701,12,44,12,0,0,0
149.171.126.3:53-59.166.0.3:8726,4,360,90.00,8.00,342857.14,0,0.0010,0,0,0,0,0,0
149.171.126.4:53-59.166.0.6:2559,4,360,90.00,8.00,329067.64,0,0.0011,0,0,0,0,0,0
149.171.126.3:5190-59.166.0.3:55026,36,3774,104.83,105.47,650017.22,0,0.0058,4,34,4,14,0,0
149.171.126.2:80-59.166.0.3:17085,18,2154,119.67,102.04,535022.35,0,0.0040,4,16,4,4,0,0
149.171.126.4:23071-59.166.0.7:25038,170,89860,528.59,612.60,733347.48,0,0.1225,4,168,4,82,0,0
149.171.126.4:15700-59.166.0.7:19200,78,22952,294.26,466.85,499293.00,0,0.0460,4,76,4,36,0,0
149.171.126.5:17412-59.166.0.0:63287,138,65682,475.96,587.15,2125218.40,0,0.0309,4,136,4,66,0,0
149.171.126.1:21-59.166.0.6:22278,106,8370,78.96,16.13,9407.74,8,0.8897,4,104,4,48,0,0
149.171.126.0:53-59.166.0.4:50895,4,360,90.00,8.00,297766.75,0,0.0012,0,0,0,0,0,0
149.171.126.2:6881-59.166.0.4:33618,34,3728,109.65,88.55,27357.45,4,0.1363,4,32,4,12,0,0
149.171.126.6:5190-59.166.0.3:46142,46,6968,151.48,227.81,1200965.18,0,0.0058,4,44,4,20,0,0
149.171.126.4:9188-59.166.0.9:10964,70,17392,248.46,415.66,1968088.72,0,0.0088,4,68,4,32,0,0
149.171.126.1:53-59.166.0.5:2222,4,388,97.00,8.00,379276.64,0,0.0010,0,0,0,0,0,0
149.171.126.13:179-175.45.176.1:48481,18,1216,67.56,19.16,1277.16,56,0.9521,4,16,4,0,0,0
149.171.126.3:53442-59.166.0.3:47235,122,51262,420.18,551.67,547805.55,0,0.0936,4,120,4,58,0,0
149.171.126.1:5190-59.166.0.9:12293,36,3774,104.83,105.47,840347.36,0,0.0045,4,34,4,14,0,0
149.171.126.1:57527-59.166.0.5:56742,58,9056,156.14,204.66,24921.91,6,0.3634,4,56,4,24,0,0
149.171.126.12:80-175.45.176.0:54787,18,1472,81.78,59.21,1691.60,51,0.8702,4,16,4,0,0,0
149.171.126.5:42611-59.166.0.5:3651,14,2486,177.57,265.13,54754.09,3,0.0454,4,12,4,2,0,0
149.171.126.9:6881-59.166.0.4:11919,34,3728,109.65,88.55,159411.61,0,0.0234,4,32,4,12,0,0
149.171.126.0:80-59.166.0.6:14627,32,12364,386.38,531.87,10158.77,39,1.2171,4,30,4,10,0,0
149.171.126.5:1421-59.166.0.1:49502,170,89860,528.59,612.60,1765838.70,0,0.0509,4,168,4,82,0,0
149.171.126.17:1024-175.45.176.3:23467,24,6014,250.58,426.41,5608.89,46,1.0722,4,22,4,0,0,0
149.171.126.4:53-59.166.0.2:2845,4,388,97.00,8.00,380019.59,0,0.0010,0,0,0,0,0,0
149.171.126.5:50410-59.166.0.9:31430,70,16850,240.71,410.46,1886053.28,0,0.0089,4,68,4,32,0,0
149.171.126.5:6881-59.166.0.9:59302,34,3728,109.65,88.55,128206.89,0,0.0291,4,32,4,12,0,0
149.171.126.7:111-59.166.0.3:4068,8,1000,125.00,33.00,222617.99,0,0.0045,0,0,0,0,0,0
149.171.126.8:28230-59.166.0.2:51783,170,89860,528.59,612.60,1492220.06,0,0.0602,4,168,4,82,0,0
149.171.126.7:53-59.166.0.0:65179,4,388,97.00,8.00,333619.95,0,0.0012,0,0,0,0,0,0
149.171.126.6:26429-59.166.0.0:24293,98,34556,352.61,516.46,1327800.19,0,0.0260,4,96,4,46,0,0
149.171.126.4:52044-59.166.0.2:46609,130,60684,466.80,584.62,1064594.22,0,0.0570,4,128,4,62,0,0
149.171.126.3:26601-59.166.0.8:58234,170,83182,489.31,599.86,2320732.08,0,0.0358,4,168,4,82,0,0
149.171.126.9:25-59.166.0.4:44952,98,42966,438.43,615.17,86000.63,5,0.4996,4,96,4,38,0,0
149.171.126.18:25-175.45.176.0:40755,90,59981,666.46,695.49,28656.74,23,2.0931,4,88,4,14,0,0
149.171.126.2:47848-59.166.0.9:3615,78,22952,294.26,466.85,508091.12,0,0.0452,4,76,4,36,0,0
149.171.126.0:53-59.166.0.3:43604,4,388,97.00,8.00,361266.29,0,0.0011,0,0,0,0,0,0
149.171.126.2:80-59.166.0.4:42979,30,12228,407.60,542.71,11416.78,36,1.0711,4,28,4,10,0,0
